,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,county,car_count
13029,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Monaghan,3
13030,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Offaly,5
13031,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Roscommon,3
13032,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Sligo,1
13033,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Westmeath,3
13034,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Wexford,15
13035,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Wicklow,3
13036,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Limerick,8
13037,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Waterford,15
13038,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Tipperary,11
13039,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Cork,11
13040,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dacia,All bands,Dublin,19
13042,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Carlow,0
13043,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Cavan,0
13044,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Clare,0
13045,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Donegal,0
13046,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Galway,0
13047,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Kerry,0
13048,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Kildare,0
13049,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Kilkenny,0
13050,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Laois,0
13051,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Leitrim,0
13052,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Longford,0
13053,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Louth,0
13054,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Mayo,0
13055,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Meath,0
13056,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Monaghan,0
13057,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Offaly,0
13058,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Roscommon,1
13059,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Sligo,0
13060,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Westmeath,0
13061,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Wexford,0
13062,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Wicklow,0
13063,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Limerick,0
13064,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Waterford,0
13065,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Tipperary,1
13066,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Cork,0
13067,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daewoo,All bands,Dublin,1
13069,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Carlow,0
13070,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Cavan,0
13071,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Clare,1
13072,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Donegal,3
13073,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Galway,0
13074,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Kerry,3
13075,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Kildare,0
13076,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Kilkenny,0
13077,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Laois,2
13078,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Leitrim,0
13079,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Longford,0
13080,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Louth,0
13081,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Mayo,0
13082,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Meath,1
13083,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Monaghan,0
13084,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Offaly,0
13085,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Roscommon,1
13086,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Sligo,0
13087,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Westmeath,0
13088,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Wexford,1
13089,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Wicklow,2
13090,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Limerick,0
13091,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Waterford,2
13092,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Tipperary,0
13093,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Cork,0
13094,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Dublin,10
13096,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Carlow,0
13097,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Cavan,0
13098,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Clare,0
13099,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Donegal,0
13100,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Galway,0
13101,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Kerry,1
13102,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Kildare,0
13103,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Kilkenny,0
13104,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Laois,0
13105,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Leitrim,0
13106,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Longford,0
13107,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Louth,1
13108,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Mayo,1
13109,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Meath,1
13110,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Monaghan,2
13111,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Offaly,0
13112,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Roscommon,0
13113,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Sligo,0
13114,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Westmeath,0
13115,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Wexford,0
13116,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Wicklow,1
13117,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Limerick,0
13118,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Waterford,0
13119,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Tipperary,0
13120,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Cork,1
13121,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Dodge,All bands,Dublin,1
13123,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Carlow,0
13124,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Cavan,9
13125,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Clare,13
13126,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Donegal,28
13127,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Galway,13
13128,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Kerry,9
13129,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Kildare,21
13130,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Kilkenny,7
13131,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Laois,3
13132,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Leitrim,2
13133,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Longford,5
13134,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Louth,16
13135,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Mayo,18
13136,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Meath,18
13137,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Monaghan,10
13138,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Offaly,2
13139,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Roscommon,13
13140,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Sligo,6
13141,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Westmeath,7
13142,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Wexford,21
13143,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Wicklow,33
13144,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Limerick,5
13145,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Waterford,13
13146,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Tipperary,15
13147,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Cork,48
13148,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Fiat,All bands,Dublin,169
13150,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Carlow,79
13151,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Cavan,266
13152,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Clare,409
13153,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Donegal,743
13154,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Galway,719
13155,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Kerry,323
13156,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Kildare,419
13157,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Kilkenny,161
13158,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Laois,149
13159,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Leitrim,104
13160,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Longford,120
13161,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Louth,315
13162,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Mayo,491
13163,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Meath,397
13164,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Monaghan,206
13165,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Offaly,148
13166,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Roscommon,227
13167,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Sligo,164
13168,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Westmeath,199
13169,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Wexford,367
13170,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Wicklow,227
13171,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Limerick,428
13172,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Waterford,237
13173,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Tipperary,345
13174,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Cork,907
13175,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Ford,All bands,Dublin,1744
13177,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Carlow,17
13178,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Cavan,27
13179,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Clare,35
13180,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Donegal,72
13181,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Galway,100
13182,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Kerry,28
13183,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Kildare,114
13184,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Kilkenny,25
13185,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Laois,24
13186,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Leitrim,8
13187,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Longford,16
13188,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Louth,55
13189,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Mayo,30
13190,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Meath,92
13191,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Monaghan,20
13192,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Offaly,14
13193,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Roscommon,17
13194,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Sligo,26
13195,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Westmeath,20
13196,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Wexford,71
13197,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Wicklow,58
13198,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Limerick,36
13199,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Waterford,43
13200,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Tipperary,54
13201,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Cork,157
13202,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Honda,All bands,Dublin,912
13204,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Carlow,40
13205,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Cavan,81
13206,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Clare,112
13207,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Donegal,152
13208,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Galway,309
13209,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Kerry,100
13210,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Kildare,157
13211,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Kilkenny,62
13212,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Laois,56
13213,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Leitrim,27
13214,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Longford,36
13215,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Louth,107
13216,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Mayo,88
13217,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Meath,139
13218,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Monaghan,91
13219,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Offaly,43
13220,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Roscommon,47
13221,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Sligo,56
13222,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Westmeath,61
13223,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Wexford,123
13224,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Wicklow,110
13225,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Limerick,109
13226,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Waterford,52
13227,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Tipperary,113
13228,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Cork,225
13229,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Hyundai,All bands,Dublin,813
13231,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Carlow,3
13232,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Cavan,2
13233,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Clare,5
13234,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Donegal,6
13235,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Galway,12
13236,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Kerry,9
13237,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Kildare,21
13238,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Kilkenny,4
13239,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Laois,3
13240,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Leitrim,4
13241,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Longford,6
13242,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Louth,11
13243,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Mayo,9
13244,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Meath,11
13245,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Monaghan,4
13246,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Offaly,3
13247,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Roscommon,6
13248,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Sligo,2
13249,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Westmeath,9
13250,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Wexford,4
13251,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Wicklow,12
13252,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Limerick,8
13253,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Waterford,5
13254,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Tipperary,9
13255,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Cork,28
13256,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jaguar,All bands,Dublin,100
13258,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Carlow,0
13259,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Cavan,0
13260,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Clare,0
13261,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Donegal,0
13262,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Galway,0
13263,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Kerry,0
13264,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Kildare,0
13265,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Kilkenny,0
13266,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Laois,0
13267,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Leitrim,0
13268,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Longford,0
13269,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Louth,0
13270,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Mayo,0
13271,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Meath,0
13272,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Monaghan,0
13273,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Offaly,0
13274,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Roscommon,0
13275,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Sligo,0
13276,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Westmeath,0
13277,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Wexford,0
13278,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Wicklow,0
13279,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Limerick,0
13280,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Waterford,0
13281,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Tipperary,0
13282,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Cork,0
13283,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Jeep,All bands,Dublin,0
13285,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Carlow,15
13286,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Cavan,30
13287,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Clare,48
13288,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Donegal,172
13289,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Galway,81
13290,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Kerry,66
13291,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Kildare,119
13292,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Kilkenny,47
13293,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Laois,49
13294,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Leitrim,17
13295,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Longford,15
13296,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Louth,67
13297,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Mayo,27
13298,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Meath,77
13299,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Monaghan,30
13300,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Offaly,40
13301,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Roscommon,28
13302,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Sligo,30
13303,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Westmeath,56
13304,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Wexford,69
13305,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Wicklow,45
13306,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Limerick,64
13307,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Waterford,37
13308,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Tipperary,78
13309,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Cork,199
13310,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Kia,All bands,Dublin,318
13312,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Carlow,0
13313,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Cavan,1
13314,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Clare,5
13315,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Donegal,6
13316,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Galway,10
