"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"All Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Cork","Number","50"
"All Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Dublin","Number","158"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","All licensing authorities","Number","7340"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Carlow","Number","61"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Cavan","Number","68"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Clare","Number","126"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Donegal","Number","84"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Galway","Number","225"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Kerry","Number","92"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Kildare","Number","310"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Kilkenny","Number","96"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Laois","Number","64"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Leitrim","Number","21"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Longford","Number","27"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Louth","Number","177"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Mayo","Number","72"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Meath","Number","256"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Monaghan","Number","39"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Offaly","Number","63"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Roscommon","Number","579"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Sligo","Number","47"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Westmeath","Number","139"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Wexford","Number","174"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Wicklow","Number","234"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Limerick","Number","200"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Waterford","Number","251"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Tipperary","Number","108"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Cork","Number","911"
"All Private Cars","2019","Up to 900 cc","All makes","All bands","Dublin","Number","2916"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","All licensing authorities","Number","6116"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Carlow","Number","47"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Cavan","Number","54"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Clare","Number","93"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Donegal","Number","60"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Galway","Number","180"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Kerry","Number","74"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Kildare","Number","273"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Kilkenny","Number","71"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Laois","Number","49"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Leitrim","Number","17"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Longford","Number","24"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Louth","Number","144"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Mayo","Number","57"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Meath","Number","220"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Monaghan","Number","34"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Offaly","Number","44"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Roscommon","Number","408"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Sligo","Number","43"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Westmeath","Number","113"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Wexford","Number","136"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Wicklow","Number","209"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Limerick","Number","134"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Waterford","Number","191"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Tipperary","Number","83"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Cork","Number","737"
"All Private Cars","2019","Up to 900 cc","All makes","Band  A","Dublin","Number","2621"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","All licensing authorities","Number","1200"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Carlow","Number","14"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Cavan","Number","13"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Clare","Number","33"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Donegal","Number","24"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Galway","Number","44"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Kerry","Number","17"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Kildare","Number","37"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Kilkenny","Number","25"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Laois","Number","15"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Leitrim","Number","4"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Longford","Number","3"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Louth","Number","33"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Mayo","Number","15"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Meath","Number","36"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Monaghan","Number","5"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Offaly","Number","18"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Roscommon","Number","171"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Sligo","Number","4"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Westmeath","Number","26"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Wexford","Number","37"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Wicklow","Number","24"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Limerick","Number","63"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Waterford","Number","60"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Tipperary","Number","22"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Cork","Number","174"
"All Private Cars","2019","Up to 900 cc","All makes","Band  B","Dublin","Number","283"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","All licensing authorities","Number","1"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Carlow","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Cavan","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Clare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Donegal","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Galway","Number","1"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Kerry","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Kildare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Kilkenny","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Laois","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Leitrim","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Longford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Louth","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Mayo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Meath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Monaghan","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Offaly","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Roscommon","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Sligo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Westmeath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Wexford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Wicklow","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Limerick","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Waterford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Tipperary","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Cork","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  C","Dublin","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","All licensing authorities","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Carlow","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Cavan","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Clare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Donegal","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Galway","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Kerry","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Kildare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Kilkenny","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Laois","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Leitrim","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Longford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Louth","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Mayo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Meath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Monaghan","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Offaly","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Roscommon","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Sligo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Westmeath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Wexford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Wicklow","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Limerick","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Waterford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Tipperary","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Cork","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  D","Dublin","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","All licensing authorities","Number","1"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Carlow","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Cavan","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Clare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Donegal","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Galway","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Kerry","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Kildare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Kilkenny","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Laois","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Leitrim","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Longford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Louth","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Mayo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Meath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Monaghan","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Offaly","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Roscommon","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Sligo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Westmeath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Wexford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Wicklow","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Limerick","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Waterford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Tipperary","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Cork","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  E","Dublin","Number","1"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","All licensing authorities","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Carlow","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Cavan","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Clare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Donegal","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Galway","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Kerry","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Kildare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Kilkenny","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Laois","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Leitrim","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Longford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Louth","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Mayo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Meath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Monaghan","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Offaly","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Roscommon","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Sligo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Westmeath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Wexford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Wicklow","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Limerick","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Waterford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Tipperary","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Cork","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  F","Dublin","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","All licensing authorities","Number","1"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Carlow","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Cavan","Number","1"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Clare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Donegal","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Galway","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Kerry","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Kildare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Kilkenny","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Laois","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Leitrim","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Longford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Louth","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Mayo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Meath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Monaghan","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Offaly","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Roscommon","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Sligo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Westmeath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Wexford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Wicklow","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Limerick","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Waterford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Tipperary","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Cork","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Band  G","Dublin","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","All licensing authorities","Number","21"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Carlow","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Cavan","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Clare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Donegal","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Galway","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Kerry","Number","1"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Kildare","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Kilkenny","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Laois","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Leitrim","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Longford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Louth","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Mayo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Meath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Monaghan","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Offaly","Number","1"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Roscommon","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Sligo","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Westmeath","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Wexford","Number","1"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Wicklow","Number","1"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Limerick","Number","3"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Waterford","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Tipperary","Number","3"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Cork","Number","0"
"All Private Cars","2019","Up to 900 cc","All makes","Not available","Dublin","Number","11"
"All Private Cars","2019","901-1000 cc","All makes","All bands","All licensing authorities","Number","26025"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Carlow","Number","253"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Cavan","Number","255"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Clare","Number","426"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Donegal","Number","527"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Galway","Number","838"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Kerry","Number","480"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Kildare","Number","1078"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Kilkenny","Number","379"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Laois","Number","285"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Leitrim","Number","80"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Longford","Number","126"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Louth","Number","684"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Mayo","Number","467"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Meath","Number","751"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Monaghan","Number","209"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Offaly","Number","201"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Roscommon","Number","1012"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Sligo","Number","246"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Westmeath","Number","299"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Wexford","Number","914"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Wicklow","Number","633"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Limerick","Number","854"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Waterford","Number","778"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Tipperary","Number","519"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Cork","Number","3523"
"All Private Cars","2019","901-1000 cc","All makes","All bands","Dublin","Number","10208"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","All licensing authorities","Number","22576"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Carlow","Number","210"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Cavan","Number","225"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Clare","Number","366"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Donegal","Number","455"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Galway","Number","731"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Kerry","Number","403"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Kildare","Number","906"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Kilkenny","Number","310"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Laois","Number","251"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Leitrim","Number","72"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Longford","Number","105"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Louth","Number","591"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Mayo","Number","417"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Meath","Number","642"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Monaghan","Number","183"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Offaly","Number","168"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Roscommon","Number","978"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Sligo","Number","222"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Westmeath","Number","245"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Wexford","Number","853"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Wicklow","Number","560"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Limerick","Number","760"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Waterford","Number","628"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Tipperary","Number","441"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Cork","Number","3149"
"All Private Cars","2019","901-1000 cc","All makes","Band  A","Dublin","Number","8705"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","All licensing authorities","Number","3433"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Carlow","Number","43"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Cavan","Number","30"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Clare","Number","59"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Donegal","Number","71"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Galway","Number","104"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Kerry","Number","75"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Kildare","Number","171"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Kilkenny","Number","68"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Laois","Number","33"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Leitrim","Number","8"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Longford","Number","21"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Louth","Number","92"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Mayo","Number","49"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Meath","Number","109"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Monaghan","Number","26"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Offaly","Number","33"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Roscommon","Number","34"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Sligo","Number","24"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Westmeath","Number","54"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Wexford","Number","61"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Wicklow","Number","73"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Limerick","Number","94"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Waterford","Number","150"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Tipperary","Number","78"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Cork","Number","374"
"All Private Cars","2019","901-1000 cc","All makes","Band  B","Dublin","Number","1499"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","All licensing authorities","Number","9"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Carlow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Cavan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Clare","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Donegal","Number","1"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Galway","Number","3"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Kerry","Number","2"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Kildare","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Kilkenny","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Laois","Number","1"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Leitrim","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Longford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Louth","Number","1"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Mayo","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Meath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Monaghan","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Offaly","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Roscommon","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Sligo","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Westmeath","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Wexford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Wicklow","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Limerick","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Waterford","Number","0"
"All Private Cars","2019","901-1000 cc","All makes","Band  C","Tipperary","Number","0"
