"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Roscommon","Number","10"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Sligo","Number","4"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Westmeath","Number","9"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Wexford","Number","19"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Wicklow","Number","25"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Limerick","Number","14"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Waterford","Number","10"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Tipperary","Number","13"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Cork","Number","59"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Dublin","Number","179"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","All licensing authorities","Number","735"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Carlow","Number","10"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Cavan","Number","11"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Clare","Number","22"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Donegal","Number","45"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Galway","Number","40"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Kerry","Number","32"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Kildare","Number","28"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Kilkenny","Number","11"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Laois","Number","12"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Leitrim","Number","15"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Longford","Number","5"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Louth","Number","23"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Mayo","Number","38"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Meath","Number","41"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Monaghan","Number","8"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Offaly","Number","16"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Roscommon","Number","19"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Sligo","Number","7"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Westmeath","Number","20"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Wexford","Number","27"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Wicklow","Number","37"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Limerick","Number","26"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Waterford","Number","19"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Tipperary","Number","33"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Cork","Number","50"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Dublin","Number","140"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","All licensing authorities","Number","1013"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Carlow","Number","2"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Cavan","Number","10"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Clare","Number","17"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Donegal","Number","25"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Galway","Number","50"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Kerry","Number","17"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Kildare","Number","46"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Kilkenny","Number","6"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Laois","Number","9"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Leitrim","Number","7"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Longford","Number","3"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Louth","Number","29"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Mayo","Number","11"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Meath","Number","55"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Monaghan","Number","9"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Offaly","Number","5"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Roscommon","Number","6"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Sligo","Number","17"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Westmeath","Number","15"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Wexford","Number","22"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Wicklow","Number","53"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Limerick","Number","17"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Waterford","Number","14"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Tipperary","Number","20"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Cork","Number","99"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","All bands","Dublin","Number","449"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","All licensing authorities","Number","964"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Carlow","Number","2"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Cavan","Number","9"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Clare","Number","16"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Donegal","Number","21"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Galway","Number","47"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Kerry","Number","14"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Kildare","Number","46"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Kilkenny","Number","6"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Laois","Number","9"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Leitrim","Number","5"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Longford","Number","3"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Louth","Number","28"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Mayo","Number","11"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Meath","Number","53"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Monaghan","Number","9"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Offaly","Number","4"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Roscommon","Number","6"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Sligo","Number","15"
"Second Hand Private Cars","2019","Up to 900 cc","All makes","Band  A","Westmeath","Number","15"
