"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Carlow","Number","20"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Cavan","Number","44"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Clare","Number","31"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Donegal","Number","86"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Galway","Number","138"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Kerry","Number","59"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Kildare","Number","131"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Kilkenny","Number","84"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Laois","Number","26"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Leitrim","Number","10"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Longford","Number","13"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Louth","Number","66"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Mayo","Number","69"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Meath","Number","74"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Monaghan","Number","92"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Offaly","Number","16"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Roscommon","Number","427"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Sligo","Number","14"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Westmeath","Number","49"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Wexford","Number","97"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Wicklow","Number","59"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Limerick","Number","116"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Waterford","Number","88"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Tipperary","Number","61"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Cork","Number","494"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Seat","All bands","Dublin","Number","1236"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","All licensing authorities","Number","8668"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Carlow","Number","137"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Cavan","Number","119"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Clare","Number","178"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Donegal","Number","179"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Galway","Number","343"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Kerry","Number","193"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Kildare","Number","388"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Kilkenny","Number","170"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Laois","Number","120"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Leitrim","Number","49"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Longford","Number","34"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Louth","Number","186"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Mayo","Number","133"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Meath","Number","265"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Monaghan","Number","72"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Offaly","Number","80"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Roscommon","Number","228"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Sligo","Number","117"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Westmeath","Number","127"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Wexford","Number","358"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Wicklow","Number","245"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Limerick","Number","193"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Waterford","Number","198"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Tipperary","Number","224"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Cork","Number","951"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Skoda","All bands","Dublin","Number","3381"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","All licensing authorities","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Carlow","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Cavan","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Clare","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Donegal","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Galway","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Kerry","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Kildare","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Kilkenny","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Laois","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Leitrim","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Longford","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Louth","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Mayo","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Meath","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Monaghan","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Offaly","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Roscommon","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Sligo","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Westmeath","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Wexford","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Wicklow","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Limerick","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Waterford","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Tipperary","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Cork","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Smart","All bands","Dublin","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","All licensing authorities","Number","74"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Carlow","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Cavan","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Clare","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Donegal","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Galway","Number","6"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Kerry","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Kildare","Number","3"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Kilkenny","Number","2"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Laois","Number","11"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Leitrim","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Longford","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Louth","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Mayo","Number","7"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Meath","Number","2"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Monaghan","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Offaly","Number","2"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Roscommon","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Sligo","Number","2"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Westmeath","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Wexford","Number","7"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Wicklow","Number","2"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Limerick","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Waterford","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Tipperary","Number","9"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Cork","Number","2"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Ssangyong","All bands","Dublin","Number","14"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","All licensing authorities","Number","187"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Carlow","Number","3"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Cavan","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Clare","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Donegal","Number","7"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Galway","Number","11"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Kerry","Number","7"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Kildare","Number","13"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Kilkenny","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Laois","Number","2"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Leitrim","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Longford","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Louth","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Mayo","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Meath","Number","2"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Monaghan","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Offaly","Number","2"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Roscommon","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Sligo","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Westmeath","Number","1"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Wexford","Number","3"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Wicklow","Number","9"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Limerick","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Waterford","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Tipperary","Number","4"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Cork","Number","16"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Subaru","All bands","Dublin","Number","102"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","All licensing authorities","Number","1229"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Carlow","Number","5"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Cavan","Number","8"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Clare","Number","36"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Donegal","Number","85"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Galway","Number","57"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Kerry","Number","17"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Kildare","Number","27"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Kilkenny","Number","25"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Laois","Number","12"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Leitrim","Number","5"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Longford","Number","21"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Louth","Number","17"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Mayo","Number","53"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Meath","Number","24"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Monaghan","Number","29"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Offaly","Number","34"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Roscommon","Number","15"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Sligo","Number","19"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Westmeath","Number","13"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Wexford","Number","44"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Wicklow","Number","41"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Limerick","Number","38"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Waterford","Number","66"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Tipperary","Number","55"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Cork","Number","185"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Suzuki","All bands","Dublin","Number","298"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","All licensing authorities","Number","11484"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Carlow","Number","143"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Cavan","Number","149"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Clare","Number","245"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Donegal","Number","289"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Galway","Number","593"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Kerry","Number","307"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Kildare","Number","415"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Kilkenny","Number","179"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Laois","Number","139"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Leitrim","Number","48"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Longford","Number","97"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Louth","Number","278"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Mayo","Number","288"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Meath","Number","439"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Monaghan","Number","112"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Offaly","Number","196"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Roscommon","Number","259"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Sligo","Number","128"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Westmeath","Number","247"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Wexford","Number","331"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Wicklow","Number","260"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Limerick","Number","444"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Waterford","Number","199"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Tipperary","Number","387"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Cork","Number","1563"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Toyota","All bands","Dublin","Number","3749"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","All licensing authorities","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Carlow","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Cavan","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Clare","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Donegal","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Galway","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Kerry","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Kildare","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Kilkenny","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Laois","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Leitrim","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Longford","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Louth","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Mayo","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Meath","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Monaghan","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Offaly","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Roscommon","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Sligo","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Westmeath","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Wexford","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Wicklow","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Limerick","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Waterford","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Tipperary","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Cork","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Vauxhall","All bands","Dublin","Number","0"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","All licensing authorities","Number","13496"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Carlow","Number","130"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Cavan","Number","133"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Clare","Number","299"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Donegal","Number","330"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Galway","Number","515"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Kerry","Number","223"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Kildare","Number","512"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Kilkenny","Number","223"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Laois","Number","146"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Leitrim","Number","87"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Longford","Number","127"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Louth","Number","259"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Mayo","Number","274"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Meath","Number","431"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Monaghan","Number","111"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Offaly","Number","128"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Roscommon","Number","200"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Sligo","Number","173"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Westmeath","Number","189"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Wexford","Number","803"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Wicklow","Number","335"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Limerick","Number","391"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Waterford","Number","312"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Tipperary","Number","335"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Cork","Number","1337"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volkswagen","All bands","Dublin","Number","5493"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","All licensing authorities","Number","1690"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Carlow","Number","57"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Cavan","Number","6"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Clare","Number","16"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Donegal","Number","47"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Galway","Number","77"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Kerry","Number","33"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Kildare","Number","82"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Kilkenny","Number","22"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Laois","Number","4"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Leitrim","Number","2"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Longford","Number","2"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Louth","Number","12"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Mayo","Number","8"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Meath","Number","32"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Monaghan","Number","12"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Offaly","Number","6"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Roscommon","Number","11"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Sligo","Number","3"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Westmeath","Number","10"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Wexford","Number","53"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Wicklow","Number","29"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Limerick","Number","65"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Waterford","Number","57"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Tipperary","Number","17"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Cork","Number","166"
"New Private Cars","2018","All engine capacities with respect to private cars (cc)","Volvo","All bands","Dublin","Number","861"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","All licensing authorities","Number","113305"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Carlow","Number","1305"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Cavan","Number","1159"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Clare","Number","2127"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Donegal","Number","2184"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Galway","Number","3759"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Kerry","Number","2194"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Kildare","Number","4509"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Kilkenny","Number","1855"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Laois","Number","1324"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Leitrim","Number","399"
