,Statistic,Year,Engine Capacity cc,Emission Band,county,car_count
22792,New Private Cars,2019,1001-1300 cc,Band  G,Donegal,0.0
22793,New Private Cars,2019,1001-1300 cc,Band  G,Galway,0.0
22794,New Private Cars,2019,1001-1300 cc,Band  G,Kerry,0.0
22795,New Private Cars,2019,1001-1300 cc,Band  G,Kildare,0.0
22796,New Private Cars,2019,1001-1300 cc,Band  G,Kilkenny,0.0
22797,New Private Cars,2019,1001-1300 cc,Band  G,Laois,0.0
22798,New Private Cars,2019,1001-1300 cc,Band  G,Leitrim,0.0
22799,New Private Cars,2019,1001-1300 cc,Band  G,Longford,0.0
22800,New Private Cars,2019,1001-1300 cc,Band  G,Louth,0.0
22801,New Private Cars,2019,1001-1300 cc,Band  G,Mayo,0.0
22802,New Private Cars,2019,1001-1300 cc,Band  G,Meath,0.0
22803,New Private Cars,2019,1001-1300 cc,Band  G,Monaghan,0.0
22804,New Private Cars,2019,1001-1300 cc,Band  G,Offaly,0.0
22805,New Private Cars,2019,1001-1300 cc,Band  G,Roscommon,0.0
22806,New Private Cars,2019,1001-1300 cc,Band  G,Sligo,0.0
22807,New Private Cars,2019,1001-1300 cc,Band  G,Westmeath,0.0
22808,New Private Cars,2019,1001-1300 cc,Band  G,Wexford,0.0
22809,New Private Cars,2019,1001-1300 cc,Band  G,Wicklow,0.0
22810,New Private Cars,2019,1001-1300 cc,Band  G,Limerick,0.0
22811,New Private Cars,2019,1001-1300 cc,Band  G,Waterford,0.0
22812,New Private Cars,2019,1001-1300 cc,Band  G,Tipperary,0.0
22813,New Private Cars,2019,1001-1300 cc,Band  G,Cork,0.0
22814,New Private Cars,2019,1001-1300 cc,Band  G,Dublin,0.0
22816,New Private Cars,2019,1001-1300 cc,Not available,Carlow,0.0
22817,New Private Cars,2019,1001-1300 cc,Not available,Cavan,0.0
22818,New Private Cars,2019,1001-1300 cc,Not available,Clare,0.0
22819,New Private Cars,2019,1001-1300 cc,Not available,Donegal,0.0
22820,New Private Cars,2019,1001-1300 cc,Not available,Galway,0.0
22821,New Private Cars,2019,1001-1300 cc,Not available,Kerry,0.0
22822,New Private Cars,2019,1001-1300 cc,Not available,Kildare,0.0
22823,New Private Cars,2019,1001-1300 cc,Not available,Kilkenny,0.0
22824,New Private Cars,2019,1001-1300 cc,Not available,Laois,0.0
22825,New Private Cars,2019,1001-1300 cc,Not available,Leitrim,0.0
22826,New Private Cars,2019,1001-1300 cc,Not available,Longford,0.0
22827,New Private Cars,2019,1001-1300 cc,Not available,Louth,0.0
22828,New Private Cars,2019,1001-1300 cc,Not available,Mayo,0.0
22829,New Private Cars,2019,1001-1300 cc,Not available,Meath,0.0
22830,New Private Cars,2019,1001-1300 cc,Not available,Monaghan,0.0
22831,New Private Cars,2019,1001-1300 cc,Not available,Offaly,0.0
22832,New Private Cars,2019,1001-1300 cc,Not available,Roscommon,0.0
22833,New Private Cars,2019,1001-1300 cc,Not available,Sligo,0.0
22834,New Private Cars,2019,1001-1300 cc,Not available,Westmeath,0.0
22835,New Private Cars,2019,1001-1300 cc,Not available,Wexford,0.0
22836,New Private Cars,2019,1001-1300 cc,Not available,Wicklow,0.0
22837,New Private Cars,2019,1001-1300 cc,Not available,Limerick,0.0
22838,New Private Cars,2019,1001-1300 cc,Not available,Waterford,0.0
22839,New Private Cars,2019,1001-1300 cc,Not available,Tipperary,0.0
22840,New Private Cars,2019,1001-1300 cc,Not available,Cork,0.0
22841,New Private Cars,2019,1001-1300 cc,Not available,Dublin,0.0
24571,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Carlow,0.0
24572,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Cavan,0.0
24573,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Clare,2.0
24574,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Donegal,2.0
24575,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Galway,12.0
24576,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Kerry,4.0
24577,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Kildare,10.0
24578,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Kilkenny,0.0
24579,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Laois,1.0
24580,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Leitrim,0.0
24581,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Longford,3.0
24582,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Louth,1.0
24583,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Mayo,4.0
24584,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Meath,13.0
24585,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Monaghan,1.0
24586,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Offaly,1.0
24587,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Roscommon,3.0
24588,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Sligo,1.0
24589,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Westmeath,0.0
24590,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Wexford,5.0
24591,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Wicklow,2.0
24592,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Limerick,6.0
24593,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Waterford,3.0
24594,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Tipperary,2.0
24595,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Cork,7.0
24596,Second Hand Private Cars,2015,Up to 900 cc,Band  A,Dublin,47.0
24598,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Carlow,0.0
24599,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Cavan,0.0
24600,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Clare,0.0
24601,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Donegal,0.0
24602,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Galway,1.0
24603,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Kerry,0.0
24604,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Kildare,1.0
24605,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Kilkenny,0.0
24606,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Laois,0.0
24607,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Leitrim,1.0
24608,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Longford,0.0
24609,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Louth,0.0
24610,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Mayo,1.0
24611,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Meath,1.0
24612,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Monaghan,2.0
24613,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Offaly,0.0
24614,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Roscommon,1.0
24615,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Sligo,0.0
24616,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Westmeath,0.0
24617,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Wexford,0.0
24618,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Wicklow,0.0
24619,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Limerick,0.0
24620,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Waterford,0.0
24621,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Tipperary,0.0
24622,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Cork,1.0
24623,Second Hand Private Cars,2015,Up to 900 cc,Band  B,Dublin,3.0
24625,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Carlow,0.0
24626,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Cavan,0.0
24627,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Clare,0.0
24628,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Donegal,0.0
24629,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Galway,0.0
24630,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Kerry,0.0
24631,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Kildare,0.0
24632,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Kilkenny,0.0
24633,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Laois,0.0
24634,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Leitrim,0.0
24635,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Longford,0.0
24636,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Louth,0.0
24637,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Mayo,1.0
24638,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Meath,0.0
24639,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Monaghan,0.0
24640,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Offaly,0.0
24641,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Roscommon,0.0
24642,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Sligo,0.0
24643,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Westmeath,0.0
24644,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Wexford,0.0
24645,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Wicklow,0.0
24646,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Limerick,0.0
24647,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Waterford,0.0
24648,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Tipperary,0.0
24649,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Cork,1.0
24650,Second Hand Private Cars,2015,Up to 900 cc,Band  C,Dublin,1.0
24652,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Carlow,0.0
24653,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Cavan,0.0
24654,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Clare,0.0
24655,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Donegal,0.0
24656,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Galway,0.0
24657,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Kerry,0.0
24658,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Kildare,0.0
24659,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Kilkenny,0.0
24660,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Laois,0.0
24661,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Leitrim,0.0
24662,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Longford,0.0
24663,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Louth,0.0
24664,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Mayo,0.0
24665,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Meath,0.0
24666,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Monaghan,0.0
24667,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Offaly,0.0
24668,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Roscommon,0.0
24669,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Sligo,0.0
24670,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Westmeath,0.0
24671,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Wexford,0.0
24672,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Wicklow,0.0
24673,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Limerick,0.0
24674,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Waterford,0.0
24675,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Tipperary,0.0
24676,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Cork,1.0
24677,Second Hand Private Cars,2015,Up to 900 cc,Band  D,Dublin,1.0
24679,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Carlow,0.0
24680,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Cavan,0.0
24681,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Clare,0.0
24682,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Donegal,0.0
24683,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Galway,0.0
24684,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Kerry,0.0
24685,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Kildare,0.0
24686,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Kilkenny,0.0
24687,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Laois,0.0
24688,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Leitrim,0.0
24689,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Longford,0.0
24690,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Louth,0.0
24691,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Mayo,0.0
24692,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Meath,0.0
24693,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Monaghan,0.0
24694,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Offaly,0.0
24695,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Roscommon,0.0
24696,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Sligo,0.0
24697,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Westmeath,0.0
24698,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Wexford,0.0
24699,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Wicklow,0.0
24700,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Limerick,0.0
24701,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Waterford,0.0
24702,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Tipperary,0.0
24703,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Cork,0.0
24704,Second Hand Private Cars,2015,Up to 900 cc,Band  E,Dublin,0.0
24706,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Carlow,0.0
24707,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Cavan,0.0
24708,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Clare,0.0
24709,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Donegal,0.0
24710,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Galway,0.0
24711,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Kerry,0.0
24712,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Kildare,0.0
24713,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Kilkenny,0.0
24714,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Laois,0.0
24715,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Leitrim,0.0
24716,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Longford,0.0
24717,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Louth,0.0
24718,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Mayo,0.0
24719,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Meath,0.0
24720,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Monaghan,0.0
24721,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Offaly,0.0
24722,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Roscommon,0.0
24723,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Sligo,0.0
24724,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Westmeath,0.0
24725,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Wexford,0.0
24726,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Wicklow,0.0
24727,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Limerick,0.0
24728,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Waterford,0.0
24729,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Tipperary,0.0
24730,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Cork,0.0
24731,Second Hand Private Cars,2015,Up to 900 cc,Band  F,Dublin,0.0
24733,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Carlow,0.0
24734,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Cavan,0.0
24735,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Clare,0.0
24736,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Donegal,0.0
24737,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Galway,0.0
24738,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Kerry,0.0
24739,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Kildare,0.0
24740,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Kilkenny,0.0
24741,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Laois,0.0
24742,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Leitrim,0.0
24743,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Longford,0.0
24744,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Louth,0.0
24745,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Mayo,0.0
24746,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Meath,0.0
24747,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Monaghan,0.0
24748,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Offaly,0.0
24749,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Roscommon,0.0
24750,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Sligo,0.0
24751,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Westmeath,0.0
24752,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Wexford,0.0
24753,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Wicklow,0.0
24754,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Limerick,0.0
24755,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Waterford,0.0
24756,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Tipperary,0.0
24757,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Cork,0.0
24758,Second Hand Private Cars,2015,Up to 900 cc,Band  G,Dublin,0.0
24760,Second Hand Private Cars,2015,Up to 900 cc,Not available,Carlow,0.0
24761,Second Hand Private Cars,2015,Up to 900 cc,Not available,Cavan,0.0
24762,Second Hand Private Cars,2015,Up to 900 cc,Not available,Clare,1.0
24763,Second Hand Private Cars,2015,Up to 900 cc,Not available,Donegal,0.0
24764,Second Hand Private Cars,2015,Up to 900 cc,Not available,Galway,0.0
24765,Second Hand Private Cars,2015,Up to 900 cc,Not available,Kerry,0.0
24766,Second Hand Private Cars,2015,Up to 900 cc,Not available,Kildare,2.0
24767,Second Hand Private Cars,2015,Up to 900 cc,Not available,Kilkenny,0.0
24768,Second Hand Private Cars,2015,Up to 900 cc,Not available,Laois,0.0
24769,Second Hand Private Cars,2015,Up to 900 cc,Not available,Leitrim,0.0
24770,Second Hand Private Cars,2015,Up to 900 cc,Not available,Longford,0.0
24771,Second Hand Private Cars,2015,Up to 900 cc,Not available,Louth,0.0
24772,Second Hand Private Cars,2015,Up to 900 cc,Not available,Mayo,0.0
24773,Second Hand Private Cars,2015,Up to 900 cc,Not available,Meath,1.0
24774,Second Hand Private Cars,2015,Up to 900 cc,Not available,Monaghan,0.0
24775,Second Hand Private Cars,2015,Up to 900 cc,Not available,Offaly,1.0
24776,Second Hand Private Cars,2015,Up to 900 cc,Not available,Roscommon,0.0
24777,Second Hand Private Cars,2015,Up to 900 cc,Not available,Sligo,0.0
24778,Second Hand Private Cars,2015,Up to 900 cc,Not available,Westmeath,0.0
24779,Second Hand Private Cars,2015,Up to 900 cc,Not available,Wexford,1.0
24780,Second Hand Private Cars,2015,Up to 900 cc,Not available,Wicklow,0.0
24781,Second Hand Private Cars,2015,Up to 900 cc,Not available,Limerick,0.0
24782,Second Hand Private Cars,2015,Up to 900 cc,Not available,Waterford,0.0
24783,Second Hand Private Cars,2015,Up to 900 cc,Not available,Tipperary,0.0
24784,Second Hand Private Cars,2015,Up to 900 cc,Not available,Cork,2.0
24785,Second Hand Private Cars,2015,Up to 900 cc,Not available,Dublin,0.0
24814,Second Hand Private Cars,2015,901-1000 cc,Band  A,Carlow,2.0
24815,Second Hand Private Cars,2015,901-1000 cc,Band  A,Cavan,6.0
24816,Second Hand Private Cars,2015,901-1000 cc,Band  A,Clare,22.0
24817,Second Hand Private Cars,2015,901-1000 cc,Band  A,Donegal,28.0
24818,Second Hand Private Cars,2015,901-1000 cc,Band  A,Galway,21.0
24819,Second Hand Private Cars,2015,901-1000 cc,Band  A,Kerry,7.0
24820,Second Hand Private Cars,2015,901-1000 cc,Band  A,Kildare,24.0
24821,Second Hand Private Cars,2015,901-1000 cc,Band  A,Kilkenny,8.0
24822,Second Hand Private Cars,2015,901-1000 cc,Band  A,Laois,15.0
24823,Second Hand Private Cars,2015,901-1000 cc,Band  A,Leitrim,2.0
24824,Second Hand Private Cars,2015,901-1000 cc,Band  A,Longford,3.0
24825,Second Hand Private Cars,2015,901-1000 cc,Band  A,Louth,57.0
24826,Second Hand Private Cars,2015,901-1000 cc,Band  A,Mayo,13.0
24827,Second Hand Private Cars,2015,901-1000 cc,Band  A,Meath,18.0
24828,Second Hand Private Cars,2015,901-1000 cc,Band  A,Monaghan,14.0
24829,Second Hand Private Cars,2015,901-1000 cc,Band  A,Offaly,5.0
24830,Second Hand Private Cars,2015,901-1000 cc,Band  A,Roscommon,2.0
24831,Second Hand Private Cars,2015,901-1000 cc,Band  A,Sligo,8.0
24832,Second Hand Private Cars,2015,901-1000 cc,Band  A,Westmeath,4.0
24833,Second Hand Private Cars,2015,901-1000 cc,Band  A,Wexford,8.0
24834,Second Hand Private Cars,2015,901-1000 cc,Band  A,Wicklow,14.0
24835,Second Hand Private Cars,2015,901-1000 cc,Band  A,Limerick,15.0
24836,Second Hand Private Cars,2015,901-1000 cc,Band  A,Waterford,8.0
24837,Second Hand Private Cars,2015,901-1000 cc,Band  A,Tipperary,10.0
24838,Second Hand Private Cars,2015,901-1000 cc,Band  A,Cork,54.0
24839,Second Hand Private Cars,2015,901-1000 cc,Band  A,Dublin,326.0
24841,Second Hand Private Cars,2015,901-1000 cc,Band  B,Carlow,7.0
24842,Second Hand Private Cars,2015,901-1000 cc,Band  B,Cavan,18.0
24843,Second Hand Private Cars,2015,901-1000 cc,Band  B,Clare,14.0
24844,Second Hand Private Cars,2015,901-1000 cc,Band  B,Donegal,86.0
24845,Second Hand Private Cars,2015,901-1000 cc,Band  B,Galway,23.0
24846,Second Hand Private Cars,2015,901-1000 cc,Band  B,Kerry,5.0
24847,Second Hand Private Cars,2015,901-1000 cc,Band  B,Kildare,19.0
24848,Second Hand Private Cars,2015,901-1000 cc,Band  B,Kilkenny,17.0
24849,Second Hand Private Cars,2015,901-1000 cc,Band  B,Laois,10.0
24850,Second Hand Private Cars,2015,901-1000 cc,Band  B,Leitrim,7.0
24851,Second Hand Private Cars,2015,901-1000 cc,Band  B,Longford,4.0
24852,Second Hand Private Cars,2015,901-1000 cc,Band  B,Louth,15.0
24853,Second Hand Private Cars,2015,901-1000 cc,Band  B,Mayo,14.0
24854,Second Hand Private Cars,2015,901-1000 cc,Band  B,Meath,21.0
24855,Second Hand Private Cars,2015,901-1000 cc,Band  B,Monaghan,8.0
24856,Second Hand Private Cars,2015,901-1000 cc,Band  B,Offaly,7.0
24857,Second Hand Private Cars,2015,901-1000 cc,Band  B,Roscommon,7.0
24858,Second Hand Private Cars,2015,901-1000 cc,Band  B,Sligo,7.0
24859,Second Hand Private Cars,2015,901-1000 cc,Band  B,Westmeath,12.0
24860,Second Hand Private Cars,2015,901-1000 cc,Band  B,Wexford,6.0
24861,Second Hand Private Cars,2015,901-1000 cc,Band  B,Wicklow,5.0
24862,Second Hand Private Cars,2015,901-1000 cc,Band  B,Limerick,21.0
24863,Second Hand Private Cars,2015,901-1000 cc,Band  B,Waterford,9.0
24864,Second Hand Private Cars,2015,901-1000 cc,Band  B,Tipperary,7.0
24865,Second Hand Private Cars,2015,901-1000 cc,Band  B,Cork,32.0
24866,Second Hand Private Cars,2015,901-1000 cc,Band  B,Dublin,105.0
24868,Second Hand Private Cars,2015,901-1000 cc,Band  C,Carlow,0.0
24869,Second Hand Private Cars,2015,901-1000 cc,Band  C,Cavan,2.0
24870,Second Hand Private Cars,2015,901-1000 cc,Band  C,Clare,0.0
24871,Second Hand Private Cars,2015,901-1000 cc,Band  C,Donegal,5.0
24872,Second Hand Private Cars,2015,901-1000 cc,Band  C,Galway,0.0
24873,Second Hand Private Cars,2015,901-1000 cc,Band  C,Kerry,2.0
24874,Second Hand Private Cars,2015,901-1000 cc,Band  C,Kildare,2.0
24875,Second Hand Private Cars,2015,901-1000 cc,Band  C,Kilkenny,3.0
24876,Second Hand Private Cars,2015,901-1000 cc,Band  C,Laois,1.0
24877,Second Hand Private Cars,2015,901-1000 cc,Band  C,Leitrim,1.0
24878,Second Hand Private Cars,2015,901-1000 cc,Band  C,Longford,0.0
24879,Second Hand Private Cars,2015,901-1000 cc,Band  C,Louth,1.0
24880,Second Hand Private Cars,2015,901-1000 cc,Band  C,Mayo,1.0
24881,Second Hand Private Cars,2015,901-1000 cc,Band  C,Meath,0.0
24882,Second Hand Private Cars,2015,901-1000 cc,Band  C,Monaghan,2.0
24883,Second Hand Private Cars,2015,901-1000 cc,Band  C,Offaly,0.0
24884,Second Hand Private Cars,2015,901-1000 cc,Band  C,Roscommon,1.0
24885,Second Hand Private Cars,2015,901-1000 cc,Band  C,Sligo,0.0
24886,Second Hand Private Cars,2015,901-1000 cc,Band  C,Westmeath,2.0
24887,Second Hand Private Cars,2015,901-1000 cc,Band  C,Wexford,2.0
24888,Second Hand Private Cars,2015,901-1000 cc,Band  C,Wicklow,2.0
24889,Second Hand Private Cars,2015,901-1000 cc,Band  C,Limerick,3.0
24890,Second Hand Private Cars,2015,901-1000 cc,Band  C,Waterford,0.0
24891,Second Hand Private Cars,2015,901-1000 cc,Band  C,Tipperary,1.0
24892,Second Hand Private Cars,2015,901-1000 cc,Band  C,Cork,4.0
24893,Second Hand Private Cars,2015,901-1000 cc,Band  C,Dublin,8.0
24895,Second Hand Private Cars,2015,901-1000 cc,Band  D,Carlow,0.0
24896,Second Hand Private Cars,2015,901-1000 cc,Band  D,Cavan,0.0
24897,Second Hand Private Cars,2015,901-1000 cc,Band  D,Clare,0.0
24898,Second Hand Private Cars,2015,901-1000 cc,Band  D,Donegal,0.0
24899,Second Hand Private Cars,2015,901-1000 cc,Band  D,Galway,0.0
24900,Second Hand Private Cars,2015,901-1000 cc,Band  D,Kerry,1.0
24901,Second Hand Private Cars,2015,901-1000 cc,Band  D,Kildare,0.0
24902,Second Hand Private Cars,2015,901-1000 cc,Band  D,Kilkenny,0.0
24903,Second Hand Private Cars,2015,901-1000 cc,Band  D,Laois,0.0
24904,Second Hand Private Cars,2015,901-1000 cc,Band  D,Leitrim,0.0
24905,Second Hand Private Cars,2015,901-1000 cc,Band  D,Longford,0.0
24906,Second Hand Private Cars,2015,901-1000 cc,Band  D,Louth,0.0
24907,Second Hand Private Cars,2015,901-1000 cc,Band  D,Mayo,0.0
24908,Second Hand Private Cars,2015,901-1000 cc,Band  D,Meath,0.0
24909,Second Hand Private Cars,2015,901-1000 cc,Band  D,Monaghan,0.0
24910,Second Hand Private Cars,2015,901-1000 cc,Band  D,Offaly,0.0
24911,Second Hand Private Cars,2015,901-1000 cc,Band  D,Roscommon,0.0
24912,Second Hand Private Cars,2015,901-1000 cc,Band  D,Sligo,0.0
24913,Second Hand Private Cars,2015,901-1000 cc,Band  D,Westmeath,0.0
24914,Second Hand Private Cars,2015,901-1000 cc,Band  D,Wexford,0.0
24915,Second Hand Private Cars,2015,901-1000 cc,Band  D,Wicklow,1.0
24916,Second Hand Private Cars,2015,901-1000 cc,Band  D,Limerick,0.0
