,Statistic,Year,Engine Capacity cc,Emission Band,county,car_count
19082,New Private Cars,2017,2001-2400 cc,Band  D,Wexford,2.0
19083,New Private Cars,2017,2001-2400 cc,Band  D,Wicklow,2.0
19084,New Private Cars,2017,2001-2400 cc,Band  D,Limerick,3.0
19085,New Private Cars,2017,2001-2400 cc,Band  D,Waterford,0.0
19086,New Private Cars,2017,2001-2400 cc,Band  D,Tipperary,3.0
19087,New Private Cars,2017,2001-2400 cc,Band  D,Cork,7.0
19088,New Private Cars,2017,2001-2400 cc,Band  D,Dublin,30.0
19090,New Private Cars,2017,2001-2400 cc,Band  E,Carlow,3.0
19091,New Private Cars,2017,2001-2400 cc,Band  E,Cavan,1.0
19092,New Private Cars,2017,2001-2400 cc,Band  E,Clare,3.0
19093,New Private Cars,2017,2001-2400 cc,Band  E,Donegal,4.0
19094,New Private Cars,2017,2001-2400 cc,Band  E,Galway,5.0
19095,New Private Cars,2017,2001-2400 cc,Band  E,Kerry,8.0
19096,New Private Cars,2017,2001-2400 cc,Band  E,Kildare,20.0
19097,New Private Cars,2017,2001-2400 cc,Band  E,Kilkenny,8.0
19098,New Private Cars,2017,2001-2400 cc,Band  E,Laois,2.0
