,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,Licensing Authority,UNIT,VALUE
13230,New Private Cars,2016,All engine capacities with respect to private cars (cc),All makes,Band  D,All licensing authorities,Number,788.0
13231,New Private Cars,2016,All engine capacities with respect to private cars (cc),All makes,Band  D,Carlow,Number,7.0
13232,New Private Cars,2016,All engine capacities with respect to private cars (cc),All makes,Band  D,Cavan,Number,7.0
13233,New Private Cars,2016,All engine capacities with respect to private cars (cc),All makes,Band  D,Clare,Number,4.0
13234,New Private Cars,2016,All engine capacities with respect to private cars (cc),All makes,Band  D,Donegal,Number,14.0
13235,New Private Cars,2016,All engine capacities with respect to private cars (cc),All makes,Band  D,Galway,Number,23.0
13236,New Private Cars,2016,All engine capacities with respect to private cars (cc),All makes,Band  D,Kerry,Number,15.0
13237,New Private Cars,2016,All engine capacities with respect to private cars (cc),All makes,Band  D,Kildare,Number,51.0
13238,New Private Cars,2016,All engine capacities with respect to private cars (cc),All makes,Band  D,Kilkenny,Number,8.0
13239,New Private Cars,2016,All engine capacities with respect to private cars (cc),All makes,Band  D,Laois,Number,5.0
13240,New Private Cars,2016,All engine capacities with respect to private cars (cc),All makes,Band  D,Leitrim,Number,2.0
